BOR;AN;nofinesset;nofinessej;AUT;SAL;SALANG;SEJ;JOU;ACT;ACT1;ACT2;ACT3;ADU;ENF;GREF;SALAS;CEC;INTENF;INTADU;INTURG;INTCEC;LIT_CHIRC;LIT_CAR;SEJ_CHIRC;JOU_CHIRC
CHIRCAR;2017;340796663;340780477;1;3;3;2881;9179;3883;1067;12;2804;1;0;1;3;4;3;952;;861;56;64;2881;15545
CHIRCAR;2017;350000147;350000022;1;1;1;901;2917;1044;268;0;776;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;350000741;350005179;1;5;2;2112;8306;2382;1034;1;1347;1;0;1;5;3;17;1817;;1498;40;66;2998;10280
CHIRCAR;2017;350002192;220020739;1;3;2;1462;3583;1541;390;0;1151;0;0;0;0;0;0;0;;0;0;0;0;0
CHIRCAR;2017;360000137;360000053;1;1;;320;1976;340;184;0;156;0;0;0;;;0;0;;0;0;3;0;0
CHIRCAR;2017;370000085;370013468;1;4;2;1702;4773;1946;680;0;1266;1;0;0;2;2;0;664;25;640;6;;629;1863
CHIRCAR;2017;370000499;370000481;1;;;0;0;0;0;0;0;0;1;0;2;2;218;2;;2;4;0;223;916
CHIRCAR;2017;370004467;370000481;1;0;2;2967;8161;3409;1368;0;2041;1;0;1;;;4;826;;779;8;59;906;2579
CHIRCAR;2017;380000034;380780049;1;1;;130;744;135;87;0;48;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;380000067;380780080;1;3;2;2322;8543;2572;1215;43;1314;1;0;1;2;3;8;951;248;814;25;72;885;7906
CHIRCAR;2017;380012658;380012609;1;0;3;1415;3547;1465;103;0;1362;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;380786442;380798025;1;2;2;1304;2667;1587;510;0;1077;0;0;0;;;0;0;;0;;37;0;0
CHIRCAR;2017;390000040;390780146;1;1;1;60;248;61;36;0;25;0;0;0;0;0;0;0;0;0;0;22;0;0
CHIRCAR;2017;400000139;400011177;1;2;2;713;2379;769;153;0;616;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2017;410000020;410000087;1;1;0;280;1559;283;235;0;48;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2017;420000010;420780033;1;1;;221;940;231;223;0;8;0;0;0;;;0;;;0;;22;0;0
CHIRCAR;2017;420011413;420011405;1;1;;685;2539;745;213;0;532;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;420785354;420784878;1;5;2;2972;9403;3373;1444;1;1928;1;0;0;2;2;0;808;;723;10;52;569;3353
CHIRCAR;2017;430000117;430000018;1;1;;119;585;123;76;0;47;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;440000016;440000057;1;1;;554;2610;607;98;0;509;0;0;0;;;0;0;0;0;0;28;0;0
CHIRCAR;2017;440000271;440000289;1;1;;147;992;153;3;86;64;0;1;1;;;0;0;;0;;;0;0
CHIRCAR;2017;440017598;440000289;1;5;5;2347;8634;2589;961;4;1624;1;0;1;;;2;2161;;1880;10;;337;3051
CHIRCAR;2017;440041580;440041572;1;0;3;3394;7487;3680;1909;0;1771;0;0;0;0;0;0;0;;0;0;40;0;0
CHIRCAR;2017;450000294;450000591;1;3;3;1617;5926;1828;593;0;1235;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2017;450002613;450000088;1;;2;1931;5472;2234;345;0;1889;0;0;0;;;0;0;;0;;44;0;0
CHIRCAR;2017;470000027;470014069;1;2;;1325;4664;1444;240;0;1204;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2017;490000049;490000031;1;3;1;1685;7627;2048;590;1;1457;1;0;0;2;4;6;946;207;861;16;51;823;4310
CHIRCAR;2017;490000262;490000171;1;1;;1430;4027;1561;827;0;734;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;490000635;490000676;1;1;0;170;788;179;92;0;87;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;510000185;510000532;1;1;1;1577;4980;1710;645;0;1065;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;510002447;510000029;1;1;2;1805;6076;1961;635;0;1326;1;0;0;2;2;1;704;12;611;20;67;1269;5876
CHIRCAR;2017;530000264;530000371;1;1;;889;3376;988;105;0;883;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;540000445;540000890;1;2;2;1667;3635;1823;623;0;1200;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;540000478;540003449;1;3;3;2756;5817;2955;245;0;2710;0;0;0;;;0;0;;0;0;54;0;0
CHIRCAR;2017;540002698;540023264;1;6;3;3452;11348;3946;1497;3;2446;1;0;1;2;3;8;936;;765;24;76;1805;7513
CHIRCAR;2017;550000012;550006795;1;0;0;0;0;37;14;0;23;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;560000127;560023210;1;2;0;1410;3921;1486;406;0;1080;0;0;0;;;;;;;;;0;0
CHIRCAR;2017;560000135;560005746;1;1;1;1588;4873;1660;438;0;1222;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;570000349;570005165;1;1;1;169;798;192;171;0;21;0;0;0;;;0;0;;0;;40;0;0
CHIRCAR;2017;570000646;570001115;1;1;2;1535;3746;1738;448;0;1290;1;0;0;2;4;0;716;90;392;17;23;798;5122
CHIRCAR;2017;570026682;570005165;1;2;2;3259;7408;3563;944;0;2619;1;0;0;2;2;1;502;149;364;23;58;1068;6725
CHIRCAR;2017;580972693;580780039;1;1;;1106;4309;1155;92;0;1063;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590000337;590781415;1;0;1;701;1768;762;81;0;681;0;0;0;;;0;0;;0;;42;0;0
CHIRCAR;2017;590000618;590782215;1;2;2;1523;5539;3591;740;0;2851;0;0;0;;;0;0;;0;;67;0;0
CHIRCAR;2017;590001004;590783239;1;;;219;914;230;15;0;215;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590008041;590008033;1;;1;1152;3663;1279;603;0;676;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590780268;590053955;1;1;1;1212;3487;1431;398;0;1033;1;0;0;2;2;2;1456;;1240;20;23;1149;5746
CHIRCAR;2017;590780284;590051801;1;1;1;1199;5582;1360;813;0;547;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590780383;590000204;1;;1;794;2077;815;85;0;730;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590782553;590000741;1;1;;448;1428;471;86;0;385;0;0;0;;;0;0;;0;;27;0;0
CHIRCAR;2017;590787586;590780193;1;5;3;2804;10283;3221;1097;114;2010;1;1;1;3;3;22;1960;;1588;52;118;1691;13598
CHIRCAR;2017;590801106;590782421;1;2;1;681;3561;753;329;0;424;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;590804696;590781902;1;0;0;156;570;157;0;0;157;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;600000194;600100713;1;1;1;544;2158;623;35;0;588;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;600000467;600101984;1;1;0;840;2656;879;165;0;714;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;600113476;600100721;1;1;1;583;2653;615;234;0;381;0;0;0;;;0;0;;0;0;30;0;0
CHIRCAR;2017;610000051;610780082;1;;;136;478;140;96;0;44;0;0;0;;;;;;;;22;0;0
CHIRCAR;2017;620000034;620100057;1;0;0;368;1759;390;111;0;279;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2017;620000224;620100651;1;0;0;206;1103;228;63;0;165;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;620000257;620100685;1;1;3;1982;4804;2151;703;0;1448;1;0;0;2;2;0;353;;249;6;56;286;1193
CHIRCAR;2017;620000653;620103440;1;2;2;870;2333;934;223;0;711;0;0;0;0;0;0;0;0;0;;27;0;0
CHIRCAR;2017;620100750;620000273;1;;;0;0;0;0;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;620101501;620000364;1;2;2;1508;4168;1683;509;1;1173;1;0;0;;;0;364;;312;9;;256;1024
CHIRCAR;2017;620118513;620002915;1;2;1;695;1723;730;114;0;616;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;630000404;630780989;1;3;3;3110;9757;4020;1356;20;2644;1;0;1;3;3;1;1255;;1150;24;90;1004;6868
CHIRCAR;2017;630780211;630000107;1;4;4;1931;4268;2290;1184;0;1106;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;640000600;640781290;1;2;1;1555;2456;1725;810;0;915;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;640016580;640010658;1;1;1;2620;6720;5710;898;0;1880;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;640781225;640000568;1;;2;814;2643;863;307;0;556;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;650000417;650783160;1;;1;697;2247;735;165;0;578;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;650780679;650000243;1;;1;789;3297;917;287;0;630;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2017;660000084;660780180;1;2;1;1343;4782;1514;468;0;1046;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;660780784;660000407;1;3;2;2394;6936;2975;961;;2013;1;0;0;2;2;0;521;69;408;;42;0;0
CHIRCAR;2017;670000025;670780055;1;1;2;2789;9343;3035;1212;0;2045;1;0;1;;;89;1424;;1318;24;91;1295;7070
CHIRCAR;2017;670000157;670780337;1;2;1;1388;4351;1441;260;0;1181;0;0;0;;;0;0;;0;;55;0;0
CHIRCAR;2017;670014430;670001734;1;2;1;1801;3221;1980;629;66;1285;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;670783273;670780055;1;1;2;54;236;40;9;31;0;0;1;0;;;0;0;;0;;4;0;0
CHIRCAR;2017;680000320;680000643;1;0;2;1555;5158;1664;144;0;1520;0;0;0;0;0;0;0;;0;0;68;0;0
CHIRCAR;2017;680000684;680000973;1;;1;540;2551;620;119;0;501;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2017;680001195;680000643;1;;2;1352;5273;1436;320;0;1116;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;680004546;680020336;1;2;2;1526;4687;1701;329;0;1372;1;0;0;2;2;0;864;;560;27;49;646;4956
CHIRCAR;2017;690000575;690782222;1;1;1;694;2942;755;125;0;630;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;690780390;690000229;1;1;;587;1760;797;778;0;19;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;690780648;690036900;1;2;2;1487;3499;1655;554;1;1100;1;0;0;2;2;0;1156;;1073;24;15;884;5712
CHIRCAR;2017;690782834;690000724;1;3;3;2334;4916;2884;1149;0;1735;1;0;0;2;3;0;1130;;1016;22;;49;64
CHIRCAR;2017;690784152;690781810;1;1;;1743;4646;2008;839;0;1169;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2017;690784186;690781810;1;3;3;2401;8251;2661;926;85;1650;1;1;1;4;5;717;1271;;926;58;117;1954;12355
CHIRCAR;2017;690793468;690002068;1;2;;1788;3851;1996;1229;0;767;1;0;0;2;2;0;655;;577;22;33;497;4252
CHIRCAR;2017;690805361;690805353;1;1;1;1605;3706;1796;451;0;1345;0;0;0;0;0;0;0;;0;;;0;0
CHIRCAR;2017;710978263;710780958;1;3;0;316;1018;330;279;0;51;0;0;0;;;0;0;;0;0;17;0;0
CHIRCAR;2017;710978289;710780263;1;1;1;696;2408;777;102;0;675;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2017;720000033;720000025;1;2;1;1248;3727;1308;435;0;873;0;0;0;;;;;;;;45;0;0
CHIRCAR;2017;720017748;720000561;1;1;1;1176;4316;1265;456;0;809;0;0;0;;;0;0;;0;;52;0;0
CHIRCAR;2017;730000031;730000015;1;1;1;1235;4240;1352;359;0;993;0;0;0;;;0;0;;0;;48;0;0
CHIRCAR;2017;740000237;740781133;1;2;2;1412;3585;1596;773;0;883;1;0;0;2;2;4;863;51;785;11;14;708;3347
CHIRCAR;2017;740014345;740000617;1;0;2;288;411;296;0;0;296;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;740780416;740000112;1;0;2;354;468;365;36;0;329;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;750000523;750150120;1;2;2;1166;2899;1260;474;0;786;0;0;0;;;0;0;;0;0;34;0;0
CHIRCAR;2017;750100042;750712184;1;1;2;1042;2776;1181;53;0;1128;0;0;0;0;0;0;0;0;0;;28;0;0
CHIRCAR;2017;750100091;750712184;1;1;;72;374;74;57;0;17;0;0;0;0;0;0;0;;0;0;30;0;0
CHIRCAR;2017;750100125;750712184;1;2;2;3134;11769;3623;1438;0;2185;1;0;1;6;6;2;2117;;1773;43;60;3672;5655
CHIRCAR;2017;750100166;750712184;1;2;0;578;1758;661;44;0;617;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;750100208;750712184;1;1;0;345;1504;445;96;340;9;0;1;1;2;3;1144;30;;28;3;10;650;573
CHIRCAR;2017;750100232;750712184;1;3;2;1663;7547;1980;576;0;1404;1;0;1;;;3;1840;;1522;24;95;2425;7301
CHIRCAR;2017;750150104;750720476;1;3;2;2887;7196;3109;1308;0;1801;1;0;0;2;;0;1345;;1274;30;41;867;5553
CHIRCAR;2017;750300154;750000671;1;1;1;1061;1449;1117;53;0;1064;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2017;750301137;750001034;1;2;1;870;2094;888;439;0;449;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;750803447;750712184;1;5;2;1925;8678;2411;785;1;1625;1;0;1;3;5;53;1128;;990;26;53;2375;7844
CHIRCAR;2017;760000018;760780023;1;1;0;186;861;194;78;0;116;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;760000158;760780239;1;4;2;2182;6399;2784;1004;0;1780;1;0;1;3;3;6;1149;91;1036;24;50;1678;6111
CHIRCAR;2017;760000463;760024042;1;;;81;416;83;52;0;31;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;760021329;760000448;1;;1;684;2131;760;101;0;659;0;0;0;0;0;0;0;0;0;0;25;0;0
CHIRCAR;2017;760780619;760000307;1;;2;1861;4970;1928;375;0;1553;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2017;760805770;760780726;1;1;1;1044;3238;1101;401;0;700;0;0;0;;;0;0;;0;0;34;0;0
CHIRCAR;2017;770000446;770021145;1;;;114;406;126;23;0;103;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;770019032;770021145;1;4;4;2445;6292;2726;967;1;1758;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;770300135;770000289;1;1;1;1177;3774;1331;625;0;723;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;780000311;780001236;1;2;1;893;3055;991;263;0;728;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;780300075;780000485;1;2;2;835;3365;972;146;0;826;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;780300406;780018032;1;1;2;2178;6179;2434;1288;0;1146;1;0;0;2;3;0;0;;788;22;30;833;7554
CHIRCAR;2017;780300414;780000675;1;1;0;84;379;87;62;0;25;0;0;0;0;0;0;0;0;0;0;22;0;0
CHIRCAR;2017;780800256;780110078;1;;2;873;2848;1016;113;0;903;0;0;0;;;0;0;;0;;44;0;0
CHIRCAR;2017;790000087;790000012;1;2;1;1123;4288;1196;233;0;963;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;800006124;800000044;1;2;2;1638;6413;1927;781;0;1146;1;0;0;2;3;13;2037;;1665;16;70;604;4558
CHIRCAR;2017;800015729;800015679;1;2;2;1123;3594;1172;400;0;772;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;810000224;810000471;1;1;1;815;2100;921;84;0;837;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;810000505;810000331;1;1;0;169;872;183;149;0;34;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;810000521;810000380;1;1;0;171;843;181;156;0;25;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2017;820000032;820000016;1;1;0;264;1176;282;193;0;92;0;0;0;;;0;0;;0;;16;0;0
CHIRCAR;2017;820000057;820000131;1;1;1;1185;3141;1341;92;0;1249;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;830000311;830100566;1;1;1;895;3423;1012;137;0;875;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2017;830000345;830100616;1;2;2;1312;3882;1434;403;0;1031;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;830100319;830020855;1;2;2;2723;6479;3015;958;1;2056;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;830100574;750821092;1;2;1;619;2061;720;185;0;535;0;0;0;;;;;;;;10;0;0
CHIRCAR;2017;840001861;840006597;1;2;2;1946;5331;2170;406;0;1764;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2017;840013312;840003685;1;4;3;2160;5403;2531;1086;0;1445;0;0;0;;;0;0;;0;0;34;0;0
CHIRCAR;2017;850000142;850000019;1;2;2;1582;6065;1738;521;0;1217;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;860000223;860014208;1;3;2;2744;8542;3082;1060;0;2022;1;0;0;2;2;6;695;;647;16;74;882;4860
CHIRCAR;2017;870000064;870000015;1;4;2;1967;6701;2227;746;0;1481;1;0;0;2;2;2;553;;446;14;51;1477;9394
CHIRCAR;2017;870000288;870017415;1;1;;301;1064;308;265;0;43;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;890975527;890000037;1;;1;1315;3636;1416;434;0;982;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;900003039;900000365;1;2;1;1416;5409;1513;507;0;1006;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;910000298;910110055;1;;;90;654;94;82;0;12;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;910020254;910002773;1;3;2;1429;5742;1655;448;0;1207;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;910300219;910003888;1;1;3;3107;10329;3594;1261;89;2244;1;1;0;6;6;986;1357;;1005;70;56;3383;17503
CHIRCAR;2017;910803543;910017615;1;2;2;1138;4315;1245;403;0;842;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;920000650;920150059;1;1;1;483;1818;512;37;0;475;0;0;1;;;0;0;;0;;;0;0
CHIRCAR;2017;920000684;920150091;1;4;4;1886;5475;2324;4;235;2085;1;1;1;4;6;511;1069;;913;38;12;4218;7050
CHIRCAR;2017;920100013;750712184;1;2;1;494;1716;532;0;0;532;0;0;0;0;0;0;0;0;0;0;31;0;0
CHIRCAR;2017;920100021;750712184;1;1;1;285;1205;304;260;1;43;1;0;0;;;0;0;;0;;1;0;0
CHIRCAR;2017;920120011;750821092;1;1;1;543;1979;604;349;0;255;0;0;0;;;0;0;;0;;18;0;0
CHIRCAR;2017;920300043;920001526;1;2;2;736;3153;835;205;0;630;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;920300753;920810736;1;3;2;3342;7950;3753;2198;1;1554;1;0;0;3;4;0;1474;11;1331;26;45;1218;4099
CHIRCAR;2017;920300787;920000981;1;0;1;501;700;525;43;0;482;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;930000286;930021480;1;1;1;1064;3531;1124;479;0;645;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;930000302;930110036;1;;1;724;2094;754;5;0;749;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2017;930000336;930110069;1;;1;533;2404;606;0;0;606;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2017;930100037;750712184;1;1;;149;758;154;89;0;65;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;930300025;930000393;1;2;;861;3353;953;125;0;828;0;0;0;;;0;0;;0;;27;0;0
CHIRCAR;2017;930300066;930000401;1;;1;115;619;117;87;0;30;0;0;0;0;0;0;0;0;0;0;;0;0
CHIRCAR;2017;930300645;930000682;1;3;2;2906;11459;3181;1296;0;1885;1;0;0;;3;0;1104;;811;;;0;0
CHIRCAR;2017;940000599;940110042;1;1;1;503;2053;620;75;0;545;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIRCAR;2017;940000649;940150014;1;0;0;155;1027;167;59;0;108;0;0;0;0;0;0;0;0;0;0;20;0;0
CHIRCAR;2017;940100027;750712184;1;4;4;1860;6311;2185;616;0;1569;1;0;1;2;3;0;924;;724;31;73;1067;7990
CHIRCAR;2017;940120017;750821092;1;;1;148;723;152;104;0;48;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;940300031;940000706;1;1;0;62;308;62;44;0;18;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;950000307;950110015;1;1;1;759;2868;810;339;0;471;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2017;950000323;950013870;1;1;1;628;2022;670;108;0;562;0;0;0;;;0;0;;0;;29;0;0
CHIRCAR;2017;950000331;950110049;1;;1;526;2268;602;2;0;600;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;950000364;950110080;1;1;1;851;3274;986;311;0;675;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2017;970100392;970100178;1;1;1;193;846;233;214;0;19;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;970100442;970100228;1;1;0;393;1744;444;42;0;402;0;0;0;;;0;0;;0;0;11;0;0
CHIRCAR;2017;970211215;970211207;1;2;1;907;3412;986;376;26;584;1;1;0;2;2;7;308;;284;31;25;496;3844
CHIRCAR;2017;970400024;970408589;1;1;1;986;2913;1108;100;29;979;1;0;0;2;3;18;736;199;618;14;30;638;4495
CHIRCAR;2017;970400057;970408589;1;2;0;625;1878;664;649;1;14;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2017;970462107;970400305;1;;2;795;2045;849;69;1;779;0;0;0;;;0;0;;0;;35;0;0
CHIRCAR;2016;010000024;010780054;1;1;0;313;1338;343;50;0;293;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;010780195;010000156;1;;1;904;2416;1000;177;0;823;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;020000162;020000063;1;0;1;783;3135;919;97;0;822;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIRCAR;2016;020000519;020000261;1;1;1;623;1863;642;132;0;510;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2016;030000061;030780092;1;1;;311;1409;333;304;0;29;0;0;0;0;0;0;0;0;0;0;24;0;0
CHIRCAR;2016;030000079;030780100;1;1;1;670;2012;727;11;0;716;0;0;0;0;0;0;0;;0;0;15;0;0
CHIRCAR;2016;030000087;030780118;1;2;2;1083;2489;1141;134;0;1007;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;050000348;050002948;1;;;103;565;109;99;0;10;0;0;0;;;0;0;;0;;21;0;0
CHIRCAR;2016;060000510;060780954;1;1;1;893;3434;1035;407;0;628;0;0;0;;;0;0;;0;;45;0;0
CHIRCAR;2016;060000544;060780988;1;2;1;918;2798;983;272;0;711;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;060780715;060000361;1;;3;1727;4707;1830;641;0;1189;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;060785003;060785011;1;2;2;1136;4320;1422;794;0;628;0;0;0;;;0;0;;0;;42;0;0
CHIRCAR;2016;060785219;060001468;1;1;;786;2214;1417;1417;0;0;0;0;0;;;0;0;;0;;35;0;0
CHIRCAR;2016;060794013;060790797;1;3;3;1717;3632;2051;561;0;1490;1;0;0;2;2;0;581;66;508;24;;4177;5367
CHIRCAR;2016;080000425;080000615;1;0;1;125;726;131;124;0;7;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;100000090;100000017;1;1;1;728;2934;820;189;0;631;0;0;0;;;0;0;;0;;45;0;0
CHIRCAR;2016;110000023;110780061;1;;1;586;2546;648;162;0;486;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;110000056;110780137;1;1;0;73;475;78;75;0;3;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;120000039;120780044;1;2;1;964;4303;1081;392;0;689;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130000409;130041916;1;2;2;1287;4865;1465;460;0;1005;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2016;130002827;130789274;1;1;0;117;402;120;118;0;2;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130002835;130789316;1;1;0;197;964;199;82;0;117;0;0;0;0;0;0;0;0;0;0;16;0;0
CHIRCAR;2016;130041767;130041262;1;0;2;784;2412;817;71;0;746;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130042096;130042062;1;2;2;1208;4069;1288;189;0;1099;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130780521;130786049;1;2;1;1737;5267;1920;466;0;1454;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130781479;130000599;1;3;2;837;3038;982;247;0;705;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130782147;130000979;1;0;1;793;2473;1028;54;0;974;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130783293;130786049;1;5;3;1764;7687;2067;873;0;1194;1;0;1;4;5;7;1257;691;1069;44;71;1675;14515
CHIRCAR;2016;130784051;130037823;1;2;2;2032;6523;2482;1284;0;1198;1;0;0;3;5;0;1092;;892;22;34;1078;8069
CHIRCAR;2016;130784713;130038847;1;2;1;1240;6607;1472;453;0;1019;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;130785652;130014228;1;2;1;1857;6818;2348;1423;1;924;1;0;0;2;2;0;832;13;707;22;51;959;5784
CHIRCAR;2016;130804297;130786049;1;1;1;161;668;171;3;163;5;0;0;1;1;2;356;0;35;0;16;;875;3776
CHIRCAR;2016;140000209;140000100;1;4;2;2264;5520;2532;768;0;1764;1;0;1;2;2;13;902;;768;8;60;1141;0
CHIRCAR;2016;140017237;140003278;1;2;1;2716;6791;2930;884;0;2046;1;0;0;2;2;0;0;;637;14;40;670;2714
CHIRCAR;2016;150000040;150780096;1;1;0;870;2965;930;271;0;659;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;160000253;160000451;1;1;1;1585;5399;1698;484;0;1216;0;0;0;;;0;0;;0;;41;0;0
CHIRCAR;2016;170000087;170024194;1;1;1;1897;5008;3229;874;0;2355;0;0;0;0;0;0;0;;0;;12;0;0
CHIRCAR;2016;170000103;170780175;1;;1;1103;3517;1169;260;0;909;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2016;180000010;180000028;1;2;2;1141;3764;1265;226;0;1039;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;190000018;190000042;1;1;1;1076;2810;1214;157;0;1057;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2016;190000026;190000059;1;0;0;231;901;249;115;0;134;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;210780979;210000295;1;;2;1559;2896;1615;246;0;1369;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;210987558;210780581;1;3;2;2329;8337;2705;909;5;1791;1;1;1;2;3;8;1236;;969;;44;0;0
CHIRCAR;2016;220000012;220000020;1;2;2;1347;3543;1461;406;0;1055;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;220000095;220000046;1;1;;0;0;10;9;1;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;230000820;230780041;1;1;;177;980;189;177;0;12;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2016;240000489;240000117;1;1;1;1192;3854;1384;355;0;1029;0;0;0;0;0;0;0;;0;0;35;0;0
