17;Accueil de jour Aux Lucioles;2020-10-04T18:33:19.000Z;010003978;18;Privé non lucratif;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;Rue du Collège;01600;01;AIN;REYRIEUX;04 74 00 85 01;auxlucioles@orange.fr;Association de Gestion Accueil de Jour;;45.930657;4.814821;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Accueil de jour Lou-Ve-Nou;2020-10-04T18:33:19.000Z;010009066;12;Privé non lucratif;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;220 rue de l'Ancien collège;01560;01;AIN;ST TRIVIER DE COURTES;06 71 40 93 06;accueil@fede01.admr.org;Association ADMR des Pays de Bresse;;46.460191;5.079833;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Accueil de jour Réseau Mnemosis;2020-10-04T18:33:19.000Z;010009157;12;Privé non lucratif;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;57 rue de Genève Bâtiment Saints-Anges;01170;01;AIN;GEX;04 50 20 15 15;lereseaumnemosis@orange.fr;Le Reseau Mnemosis;;46.331417;6.057783;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Accueil de jour autonome l'Entre-Temps;2020-10-04T18:33:19.000Z;010007078;10;Public;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;30 Impasse de la Croix du creux;01750;01;AIN;REPLONGES;03 85 33 53 17;direction@ajmarpa.fr;Communauté Communes du Pays Bagé;;46.312999;4.876204;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Accueil de jour de Belley;2020-10-04T18:33:19.000Z;010004398;10;Privé non lucratif;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;40 rue du Bon-Repos;01300;01;AIN;BELLEY;04 79 81 05 71;adj.belley@ccass.org;Association Santé et Bien-Être;;45.755062;5.688966;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Accueil de jour les Jardins d'Aloïs;2020-10-04T18:33:19.000Z;010009025;12;Privé non lucratif;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;26 boulevard Dupuy;01100;01;AIN;OYONNAX;04 74 73 90 13;lesjardinsdalois@gmail.com;Association de Gerontologie Bassin d'Oyonnax;;46.257582;5.650164;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;EHPAD - Croix-Rouge francaise;2020-10-04T18:33:21.000Z;010784130;67;Privé non lucratif;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;589 rue de Musinens;01200;01;AIN;BELLEGARDE SUR VALSERINE;04 50 48 07 30;mr.bellegarde@croix-rouge.fr;Croix-Rouge française;https://pourvous.croix-rouge.fr/etablissement-d-hebergement-pour-personnes-agees-dependantes-de-bellegarde;46.115580;5.819472;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;EHPAD Ary Geoffray;2020-10-04T18:33:21.000Z;010784114;90;Privé non lucratif;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1998,9;;;;;;1405 route Noblens;01250;01;AIN;VILLEREVERSURE;04 74 47 70 70;secretariat@arygeoffray.fr;AMAV Villereversure;;46.181968;5.384418;010784114;2019-06-16T22:00:00.000Z;61,35;61,35;61,35;61,35;;;;;;19,61;12,44;5,28;Marquage du linge, Mise à disposition d’un poste de téléphonie dans la chambre, Appels téléphoniques entrants non facturés en sus, Internet dans la chambre (abonnement/accès au réseau Wifi), Prestations esthétiques de base;Entretien du linge du résident non délicat 31.0€/mois, Appels téléphoniques sortants, Prestations de coiffure, Prestations de pédicurie-podologie (hors prescription médicale);;;;;;;;;;;
63;EHPAD Bon Repos;2020-10-09T08:02:13.000Z;010784239;105;Privé non lucratif;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1933,2;;;;;;2 Rue Docteur Roux;01000;01;AIN;BOURG EN BRESSE;04 74 32 77 00;bon.repos@lebonrepos.fr;Association Le Bon Repos;http://www.lebonrepos.fr;46.203785;5.218322;010784239;2020-09-20T22:00:00.000Z;58,96;52,15;58,96;52,15;;;;;;20,33;12,9;5,48;Mise à disposition d’un poste de téléphonie dans la chambre, Appels téléphoniques entrants non facturés en sus;"Entretien du linge du résident non délicat 46.0€/mois, Marquage du linge, Appels téléphoniques sortants, Prestations de coiffure (shampoing, coupe), Prestations esthétiques de base, Prestations de pédicurie-podologie (hors prescription médicale), Maison du Soleil Levant (unité fermée) : chambre individuelle : 60.36€/jour ; chambre double : 52.15€/jour et par personne";;;;;;;;;;;
73;EHPAD Bon Repos;2020-10-04T18:33:21.000Z;010785673;60;Privé non lucratif;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1819,8;;;;;;40 rue du Bon-Repos;01300;01;AIN;BELLEY;04 79 81 05 71;mdrbonreposbelley@wanadoo.fr;L'Union Santé et Bien-être;;45.755062;5.688966;010785673;2018-03-11T23:00:00.000Z;55,45;55,45;55,45;55,45;;;;;;19,36;12,29;5,21;;;;;;;;;;;;;
51;EHPAD Bon accueil;2020-10-09T08:00:25.000Z;010780963;93;Public;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1956,9;;;;;;34 Rue Charles de Gaulle;01150;01;AIN;LAGNIEU;04 74 40 33 00;direction@ehpad-lagnieu.fr;EHPAD Bon accueil;;45.901387;5.350829;010780963;2020-07-28T22:00:00.000Z;59,55;;59,55;;;;;;;21,11;13,4;5,68;téléphone dans les chambres;Appels téléphoniques sortants;;;;;;;;;;;
47;EHPAD Bâgé-le-Châtel;2020-10-04T18:33:20.000Z;010780914;95;Public;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1781,4;;;;;;74 rue Condamnale;01380;01;AIN;BAGE LE CHATEL;03 85 51 45 93;contact@ehpadbage.fr;Maison de Retraite Bage-Le-Chatel;;46.307359;4.929862;010780914;2020-10-28T23:00:00.000Z;53,9;52,9;53,9;52,9;;;;;;20,35;12,93;5,48;Entretien du linge du résident non délicat, Mise à disposition d’un poste de téléphonie dans la chambre, Appels téléphoniques entrants non facturés en sus, Prestation de blanchisserie;Marquage du linge, repas invité : 10.20 euros du lundi au samedi - 16.35 euros le dimanche et jours fériés;;;;;;;;;;;
77;EHPAD Centre hospitalier Belley;2020-10-04T18:33:21.000Z;010786010;185;Public;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1739,7;;;;;;52 Rue Georges Girerd;01300;01;AIN;BELLEY;04 79 42 59 59;direction@ch-belley.fr;CH Docteur Récamier;http://www.ch-belley.fr;45.761592;5.684647;010786010;2020-10-12T22:00:00.000Z;52,7;52,7;52,7;52,7;;;;;;19,66;12,48;5,29;;Prix Hébergement permanent Moins de 60 ans : 69.25 €;;;;;;;;;;;
66;EHPAD Centre hospitalier de Pont de Veyle;2020-10-09T08:03:35.000Z;010784429;113;Public;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1839,6;;;;;;Rue Pierre Goujon;01290;01;AIN;PONT DE VEYLE;03 85 36 23 50;info@ch-avs.fr;Centre hospitalier Intercommunal Ain Val de Saône;http://www.ch-avs.fr;46.263472;4.890054;010784429;2020-07-28T22:00:00.000Z;56,02;54,02;56,02;54,02;;47,15;;47,15;;19,69;12,49;5,3;;Marquage du linge, Appels téléphoniques sortants, Internet dans la chambre (abonnement/accès au réseau Wifi), Prestations de coiffure (shampoing, coupe), Prestations de pédicurie-podologie (hors prescription médicale), Chbre unité Alzheimer 59.02 €- Prestations complémentaires facturées en sus : - Marquage de linge : 30 € - Téléphone : Abonnement mensuel de 5 € - Accès Wifi : Abonnement annuel de 10 €;;;;;;;;;;;
